s,title_num,chapter_num,subchapter_num,section_num,title_name,chapter_name,subchapter_name,section_name,universal_citation,current_through,section_content_text,file_source
T10A_C16_SC12_SEC10A_16_12_3,10A,16,12,10A_16_12_3,CORRECTIONS,HEALTH SERVICES,SUICIDE PREVENTION,Temporary placement on suicide watch,,"Current through Register Vol. 57, No. 12, June 16, 2025",(a) The following correctional facility staff persons are authorized to order that an inmate be placed on temporary suicide watch: 1. Any physician; 1. Any physician; 2. Any nurse; 3. Any mental health staff person; 4. The highest ranking custody supervisor on duty; 5. The Administrator; 6. The Correction Major; or 7. Another staff person as designated by the Administrator.,title-10a/chapter-16/subchapter-12/section-10a-16-12-3.html
T10A_C16_SC12_SEC10A_16_12_4,10A,16,12,10A_16_12_4,CORRECTIONS,HEALTH SERVICES,SUICIDE PREVENTION,Psychological/psychiatric review,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The psychologist or psychiatrist shall interview the inmate as soon as possible, but in no event later than 72 hours after placement on suicide watch, and the inmate shall be interviewed daily thereafter by the psychologist or psychiatrist. (b) The Daily Suicide Monitoring Report shall be completed by the psychologist or psychiatrist after each face-to-face visit. This report shall be filed daily in the inmate's MRF and findings recorded in the inmate's EHR.",title-10a/chapter-16/subchapter-12/section-10a-16-12-4.html
T10A_C16_SC12_SEC10A_16_12_5,10A,16,12,10A_16_12_5,CORRECTIONS,HEALTH SERVICES,SUICIDE PREVENTION,Change in suicide watch status,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) After the initial placement of an inmate on suicide watch, the psychologist or psychiatrist or other physician may change the type of observation of an inmate from close observation to constant observation or from constant observation to close observation by conducting a face-to-face visit with the inmate and by completing the EHR MH Suicide Status Change form in the EHR. A printed copy shall be filed in the inmate's MRF and a copy shall be forwarded by the staff person ordering the change to the Classification Department of the correctional facility for placement in the inmate's Classification file. A printed copy shall also be distributed to appropriate medical, custody, and administrative staff. (b) The recommendation for a change in the type of observation of an inmate who is on suicide watch shall be reviewed and authorized for administrative support by the Administrator before action is taken to change the suicide watch status of an inmate on suicide watch.",title-10a/chapter-16/subchapter-12/section-10a-16-12-5.html
T10A_C16_SC12_SEC10A_16_12_6,10A,16,12,10A_16_12_6,CORRECTIONS,HEALTH SERVICES,SUICIDE PREVENTION,Daily written report,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The custody staff member on each shift who is assigned to the suicide watch post shall complete the Daily Correction Officer Suicide Watch Report. (b) The completed Daily Correction Officer Suicide Watch Report shall be submitted to the highest ranking custody supervisor on duty at the conclusion of the shift, and copies of the form shall be forwarded by the third shift highest ranking custody supervisor to: 1. The Correction Major; 1. The Correction Major; 2. The Administrator; and 3. The Director of Psychology of the correctional facility.",title-10a/chapter-16/subchapter-12/section-10a-16-12-6.html
T10A_C16_SC12_SEC10A_16_12_7,10A,16,12,10A_16_12_7,CORRECTIONS,HEALTH SERVICES,SUICIDE PREVENTION,Personal property,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The highest ranking custody supervisor on duty, after reviewing the suicide watch form and consulting with the Director of Psychology of the correctional facility or a physician, psychologist or psychiatrist shall determine the items of personal property that an inmate on suicide watch is permitted to possess in the inmate's cell. (b) The Director of Psychology or designee shall ensure that the items of personal property permitted are documented in the EHR. (c) The correctional facility Administrator or designee shall ensure provisions are established in internal management procedures to contact the on-call psychologist or psychiatrist when necessary for the consultation required by this section.",title-10a/chapter-16/subchapter-12/section-10a-16-12-7.html
T10A_C16_SC12_SEC10A_16_12_8,10A,16,12,10A_16_12_8,CORRECTIONS,HEALTH SERVICES,SUICIDE PREVENTION,Release from suicide watch,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The psychiatrist or psychologist of the correctional facility may order the inmate released from suicide watch by conducting a face-to-face visit and completing the EHR MH Suicide Release form in the EHR. (b) The order to release an inmate from suicide watch shall be printed and signed by the psychiatrist or psychologist, and reviewed and authorized for administrative support by the Administrator before action is taken to release the inmate from suicide watch. (c) The highest ranking custody supervisor on duty shall be notified by the Administrator or designee of the authorization for an inmate's release from suicide watch. (d) If the inmate's release from suicide watch involves a transfer of the inmate and space is unavailable to accommodate an immediate transfer, the highest ranking custody supervisor on duty shall determine the time the transfer will take place. (e) A printed copy of the EHR MH Suicide Release form shall be forwarded to the Classification Department and a copy filed in the inmate's MRF.",title-10a/chapter-16/subchapter-12/section-10a-16-12-8.html
T10A_C16_SC12_SEC10A_16_12_9,10A,16,12,10A_16_12_9,CORRECTIONS,HEALTH SERVICES,SUICIDE PREVENTION,Attempt to commit suicide,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) A custody or other staff person who becomes aware that an inmate is attempting to commit suicide, or apparently has already committed suicide, shall call Central Control immediately. (b) Central Control shall advise the custody or other staff member on actions to take and shall send additional staff as are deemed necessary such as, but not limited to: emergency, medical, custody and/or supervisory staff. (c) In circumstances where there is at least one custody staff member located in a protected position, another custody staff member may enter the cell to take the action that is necessary to: 1. Cut down a hanging inmate; 1. Cut down a hanging inmate; 2. Extinguish a fire; or 3. Administer first aid.",title-10a/chapter-16/subchapter-12/section-10a-16-12-9.html
T10A_C16_SC13_SEC10A_16_13_1,10A,16,13,10A_16_13_1,CORRECTIONS,HEALTH SERVICES,COMMITMENT FOR PSYCHIATRIC TREATMENT,Psychiatric commitments,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Prior to considering the commitment of an inmate to the Forensic Psychiatric Hospital, the Director of Psychology of the correctional facility shall have exhausted all reasonable means toward managing the inmate's psychiatric symptoms within the correctional facility. (b) The management of the inmate's symptoms shall include, but not be limited to: 1. Counseling; 1. Counseling; 2. Individual and/or group therapy; 3. Drug and alcohol therapy; 4. Encouraging the inmate to take prescribed medications which currently controls or has controlled said symptoms in the past; and/or 5. The administration of involuntary psychotropic medications in accordance with N.J.A.C. 10A:16-11.",title-10a/chapter-16/subchapter-13/section-10a-16-13-1.html
T10A_C16_SC13_SEC10A_16_13_2,10A,16,13,10A_16_13_2,CORRECTIONS,HEALTH SERVICES,COMMITMENT FOR PSYCHIATRIC TREATMENT,Psychiatric admission,,,,title-10a/chapter-16/subchapter-13/section-10a-16-13-2.html
T10A_C16_SC13_SEC10A_16_13_3,10A,16,13,10A_16_13_3,CORRECTIONS,HEALTH SERVICES,COMMITMENT FOR PSYCHIATRIC TREATMENT,Psychiatric commitment of inmates to the Forensic Psychiatric Hospital,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Copies of the appropriate forms, which are available internally in the Health Services department or from New Jersey Department of Human Services, Division of Mental Health and Addiction Services, shall be used when an inmate, who is assigned to a housing unit is being committed to the Forensic Psychiatric Hospital. (b) The Application for Temporary Commitment form shall be used for the commitment of an inmate(s) and shall be completed and signed by the Administrator or Acting Administrator. (c) Two practicing physicians, one of whom must be a licensed psychiatrist, shall each complete a Clinical/Screening Certificate of Involuntary Commitment of Mentally Ill Adults. (d) The physician and psychiatrist who each complete a Clinical/Screening Certificate may not be related by blood, marriage or civil union to the inmate, nor be the director, chief executive officer or proprietor of any institution for the care and treatment of the mentally ill to which certification for admission of the inmate is being made. (e) The Temporary Order for Commitment shall be presented, by a representative of the sending correctional facility, to a judge for signature. After the judge has signed the Temporary Order, the Temporary Order shall be taken together with the certifications and the inmate to the Forensic Psychiatric Hospital. (f) In all cases, the Forensic Psychiatric Hospital shall be contacted prior to transporting an inmate to that facility for admission. (g) The originals of the completed form for the Application for Temporary Commitment, Clinical/Screening Certificate of Involuntary Commitment of Mentally Ill Adults, and Temporary Order for Commitment shall be turned over to the Forensic Psychiatric Hospital upon inmate admission and the psychiatric facility shall file these documents for the final hearing. The correctional facility shall maintain a copy of all these completed documents in the inmate's MRF.",title-10a/chapter-16/subchapter-13/section-10a-16-13-3.html
T10A_C16_SC13_SEC10A_16_13_4,10A,16,13,10A_16_13_4,CORRECTIONS,HEALTH SERVICES,COMMITMENT FOR PSYCHIATRIC TREATMENT,Reserved,,,,title-10a/chapter-16/subchapter-13/section-10a-16-13-4.html
T10A_C16_SC13_SEC10A_16_13_5,10A,16,13,10A_16_13_5,CORRECTIONS,HEALTH SERVICES,COMMITMENT FOR PSYCHIATRIC TREATMENT,Screening service commitment of inmates,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) A screening service in the community that has been approved by the Director or designee of the Division of Mental Health Services may be used by the Department of Corrections in emergency situations. The Administrator or designee shall contact the Director of Health Services or designee in such cases to obtain verbal approval or disapproval to use the designated screening service. (b) In a situation in which a psychiatrist is unavailable to complete a Clinical/Screening Certificate of Involuntary Commitment of Mentally Ill Adults, the following procedures shall be utilized: 1. If the local Division of Mental Health Services (D.M.H.S.) designated screening service has been approved for this purpose by the D.M.H. S. Division Director, the correctional staff shall contact that screening service pursuant to N.J.S.A. 30:4-27.1 et seq. (Screening Law); 1. If the local Division of Mental Health Services (D.M.H.S.) designated screening service has been approved for this purpose by the D.M.H. S. Division Director, the correctional staff shall contact that screening service pursuant to N.J.S.A. 30:4-27.1 et seq. (Screening Law); 2. The screening service shall provide a screening evaluation either at the correctional facility or the Screening Service site; and 3. If the inmate meets the commitment standard, the screening service shall complete the Clinical Screening Certificate of Involuntary Commitment of Mentally Ill Adults and the New Jersey Department of Corrections shall transport the inmate to and from the screening service and to the Forensic Psychiatric Hospital, if necessary.",title-10a/chapter-16/subchapter-13/section-10a-16-13-5.html
T10A_C16_SC13_SEC10A_16_13_6,10A,16,13,10A_16_13_6,CORRECTIONS,HEALTH SERVICES,COMMITMENT FOR PSYCHIATRIC TREATMENT,Transportation,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Transportation to and from the psychiatric hospital shall be provided by the New Jersey Department of Corrections. (b) Transportation for court appearances or medical transfer to a community medical facility for an inmate(s) in a psychiatric hospital shall be provided with New Jersey Department of Corrections escorts coordinated by the Central Medical/Transportation Unit, Department of Corrections. (c) The New Jersey Department of Corrections shall transport the inmate back to the appropriate correctional facility within 48 hours of the psychiatric hospital notification to the Department of Corrections that the inmate has been discharged.",title-10a/chapter-16/subchapter-13/section-10a-16-13-6.html
